Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,10.307,30.015,25.258,20.84,14.611,13.931,16.876,20.047,20.84,19.028,18.575,17.895,16.989,16.31,15.97,15.63,15.97,13.06,13.67,14.09,13.48,13.38,15.87,18.05,17.19,15.42,13.62,12.3,11.47,12.833,12.59,11.629,11.083
Albania,ALB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.5,9.1,26.5,22.3,18.4,12.9,12.3,14.9,17.7,18.4,16.8,16.4,4.615,15,14.4,6.566,13.8,15.966,13.06,13.674,14.086,13.481,13.376,15.866,18.055,17.193,15.418,13.616,12.304,11.466,..,..,..,..
Albania,ALB,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,75.0325,102.0625,94.6233333333333,92.6975,104.498916666667,148.932916666667,150.633333333333,137.690583333333,143.709416666667,143.484833333333,140.154515875,121.86325,102.780051196172,99.8702544808992,98.1033770912698,90.4278938310708,83.8946041005291,94.9781198203843,103.936666666667,100.895833333333,108.184166666667,105.669166666667,105.48,125.961666666667,124.1425,119.1,107.989166666667,109.850833333333,108.65,103.52,113.041666666667,..
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0.070307774,0.101422403,0.173257946,0.343114336,0.936229188,12.45080244,27.24463279,35.56428066,41.12783099,50.45923775,63.59103905,78.03664144,63.00230139,84.07120051,92.41340015,106.8724501,121.0154371,127.67458,116.4887372,117.9871153,116.9622462,125.9205273,94.36446759,91.51642864,91.35050062,92.31992041,97.88570679,..
Albania,ALB,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-5.83174096323551,-15.2788523176905,-7.77398715257512,1.25704931694863,-8.36279155272246,-0.480615551651797,-3.35350141437796,-12.0536114950924,-2.55580935849998,-4.83792386732012,-4.49092085179739,-5.542947808941,-9.37243799545941,-7.24966532306394,-4.98178261667359,-7.09724132095197,-7.5415759688391,-10.7781023817953,-15.6285296892255,-15.3804877728582,-11.3658658518304,-12.9331014515688,-10.2001762330966,-9.27418778932723,-10.7753990397848,-8.6048804676352,-7.59082599857198,-7.54422875202925,-6.70492168204685,-7.91371112016879,-8.66982819780949,-7.63888282570221,-5.90374872616021,..
Andorra,AND,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-320300855.908445,-139720254.928721,-345268861.711277,..,..
Andorra,AND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,1.31814324855804,..,1.33475875854492,..,1.31340384483337,..,1.31074380874634,1.33278954029083,1.11915028095245,1.26966309547424,1.25131320953369,1.26187098026276,1.27677536010742,1.3177649974823,1.30177271366119,1.27229809761047,1.26053082942963,1.25354850292206,1.22070860862732,1.15181076526642,1.15955591201782,1.17175841331482,1.17916560173035,1.17659223079681,1.26600527763367,1.2798718214035,1.27020359039307,..
Andorra,AND,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,1.526601023,3.050175385,6.886209218,7.635686143,10.53883561,..,11.26046872,13.54641288,26.83795439,37.60576622,48.936847,70.87,70.04,78.53,81,81,82.7,84.4,86.1,87.9,89.7,91.56746703,..,90.71866533,93.20564892,93.89752157,..,..
Andorra,AND,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,1.41403770446777,..,1.40335631370544,..,1.38048672676086,..,1.36772322654724,1.34903717041016,1.50376403331757,1.28759801387787,1.53840279579163,1.50177264213562,1.52840650081635,1.53620111942291,1.51271617412567,1.49892425537109,1.52334606647491,1.53268504142761,1.71228265762329,1.74090492725372,1.80549323558807,1.87640738487244,1.87926542758942,1.85206508636475,1.74941408634186,1.74925327301025,1.49530494213104,..
Andorra,AND,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,568257241.756768,448869294.442756,467435297.090415,..,..
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,1.16952216625214,..,1.18287515640259,..,1.16698145866394,..,1.28276693820953,1.46513116359711,1.40210604667664,1.38492727279663,1.34965407848358,1.34201574325562,1.33847212791443,1.29713952541351,1.27827215194702,1.30248832702637,1.29035115242004,1.28392601013184,1.28659331798553,1.36598539352417,1.38275027275085,1.39288794994354,1.39100873470306,1.57721149921417,1.58857178688049,1.58106744289398,1.58773648738861,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,19208.6783786868,19967.7339095047,21123.0560601824,17024.313169747,16670.9384281796,18731.6501854151,19081.5492417877,18253.0777011271,18592.2436421492,18884.1769792473,21620.4651019373,22809.0877599631,24784.9560887634,31954.1617868177,37630.7642639554,39583.9311942065,43084.283724089,50562.8266054777,53721.3885067173,49750.7185512247,48237.8905407208,51428.1896998835,44902.38771225,44747.7611562684,45680.5469412164,38885.5485894753,39931.2362644858,40632.2089824607,42904.8115883352,41328.6123929102,37207.2388711909,42072.3194231234,41992.7727779758,..
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.78138758571333,2.54600352375863,0.929214040125956,-1.03148438999895,2.3831822482118,2.75750161326249,4.64973866754707,9.06767205144135,3.19479339289236,4.0990789217793,3.52836236122388,8.11935772169949,4.54636221364653,8.69420371612468,8.13567633837351,5.39779598500422,4.80868869916921,1.55318814103222,-5.55918636850581,-5.30284654348291,-1.97495799965345,-0.00806975341139093,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28719978108489,8.80957934841771,..
Andorra,AND,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,1.15836250782013,..,1.17725396156311,..,1.28616547584534,..,1.22384059429169,1.05598330497742,1.1943244934082,0.966194272041321,0.855685830116272,1.16824507713318,1.1863876581192,1.21778512001038,1.19792461395264,1.3992737531662,1.40118777751923,1.40149104595184,1.63832545280457,1.51298904418945,1.51331186294556,1.5349280834198,1.53662586212158,1.51048481464386,1.61627840995789,1.64212965965271,1.48544991016388,..
Andorra,AND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.32624365834135,6.93514836160884,6.71076896051142,4.53723214675858,3.87985832158631,4.93312104936552,0.797177729321263,2.22816030666122,1.49955384331271,2.73197952535102,28.7415528975991,3.08053517916559,3.23953176987777,3.17748421556476,3.04242399802695,3.39610212995052,3.45718408670396,3.21122734131436,2.27433831984322,0.132136132405464,0.374313758110119,0.196764152031051,0.174556905779482,0.448492200194735,-0.0840193165570753,0.660588959137868,0.347795381575793,1.13650934319639,1.01247848005298,1.37475350829189,1.11378607410401,2.55955652556359,4.21307637714531,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.845376564367945,0.950915533962108,..
Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,1.344203341,1.318547569,1.284466799,4.489257564,8.555349432,13.32364491,21.65649066,31.37613282,35.61832431,43.39280448,46.28218157,70.21296747,75.86601328,80.87590509,86.01844926,81.23912599,84.41522582,87.40318475,91.57706344,92.17208933,89.93550386,89.58187372,92.48694535,99.42853957,104.9517508,108.8046481,110.1329103,115.1500465,103.4491634,118.6729762,142.2141211,..
Andorra,AND,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.0104652921679,15.5264238134716,14.0575969102954,..,..
Armenia,ARM,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,-800000,-8000000,-25320000,-17570000,-51940000,-220829000,-122034000,-104188500,-69868500,-110723793.820445,-122243974.97818,-247264860.111629,-286684171.830529,-443904925.628455,-658779848.027598,-913226598.537507,-707800329.856072,-501862328.992661,-434138222.389594,-473210732.062169,-315829524.319474,-377774323.990989,-155376061.98069,-263304563.14508,-223691166.786032,-259842543.000318,-233282275.296815,-85861619.2381023,-341851473.713828,-948310487.745901,..
Armenia,ARM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,0.188555393671621,0.0665938114123568,0.608291636986276,1.72442275716256,1.10020924585916,3.16805363549908,12.2707797402698,6.61258080861414,5.45043315573561,3.29806741743693,4.65949974895048,4.37657009672658,6.90990201303095,5.96010687349521,7.30731450469504,7.25233231640274,8.09234920917782,8.7886942137873,5.71603734064551,6.44066805582744,4.67672759828403,3.11193185351156,3.50211415457343,1.74473701796819,3.16536727816995,2.19257337687685,2.14204783415544,0.736361516844353,0.463408850763634,2.64030281211345,5.11469865492905,..
Armenia,ARM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,2399999.9,800000,8000000,25320000,17570000,51940000,232375000,122034000,104188500,69868500,110725325.614409,122852992.703235,247140608.495888,292073220.164722,466531991.901724,667671562.134495,943733059.483284,760040745.87233,529321391.641959,653219756.47225,496636701.129687,346092394.393256,406578406.693112,184127986.314895,333823945.510433,252747990.684352,266855048.832037,100287214.397978,58582750.1214803,366445214.820501,998055425.363603,..
